,ShiftDate,ClinicName,ClinicCity,ClinicState,ShiftID,ShiftStart,ShiftEnd,DoctorFullName,HoursWorked
80,2005-01-14,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
81,2005-01-14,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
82,2005-01-14,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
83,2005-01-15,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
84,2005-01-15,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
85,2005-01-15,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Michael John Greer,20
86,2005-01-15,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
87,2005-01-15,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
88,2005-01-15,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
89,2005-01-16,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
90,2005-01-16,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
91,2005-01-16,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
92,2005-01-16,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
93,2005-01-16,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
94,2005-01-16,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
95,2005-01-17,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
96,2005-01-17,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
97,2005-01-17,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Rudolph Ison,20
98,2005-01-17,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
99,2005-01-17,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
100,2005-01-17,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kelly Steiner,20
101,2005-01-18,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
102,2005-01-18,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Robert Hodges,20
103,2005-01-18,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
104,2005-01-18,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Ben Goldstein,20
105,2005-01-18,Redmond,Redmond,WA,1,09:00:00,05:00:00,Alan Frintu,20
106,2005-01-18,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
107,2005-01-19,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
108,2005-01-19,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
109,2005-01-19,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
110,2005-01-19,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
111,2005-01-19,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
112,2005-01-19,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
113,2005-01-20,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
114,2005-01-20,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
115,2005-01-20,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Michael John Greer,20
116,2005-01-20,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
117,2005-01-20,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
118,2005-01-20,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
119,2005-01-21,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,No Doctor,20
120,2005-01-21,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
121,2005-01-21,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
122,2005-01-21,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
123,2005-01-21,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
124,2005-01-21,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
125,2005-01-22,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
126,2005-01-22,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
127,2005-01-22,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
128,2005-01-22,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Ben Goldstein,20
129,2005-01-22,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
130,2005-01-22,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kelly Steiner,20
131,2005-01-23,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
132,2005-01-23,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
133,2005-01-23,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
134,2005-01-23,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Robert Hodges,20
135,2005-01-23,Redmond,Redmond,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
136,2005-01-23,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kelly Steiner,20
137,2005-01-24,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
138,2005-01-24,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
139,2005-01-24,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
140,2005-01-24,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
141,2005-01-24,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
142,2005-01-24,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
143,2005-01-25,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
144,2005-01-25,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
145,2005-01-25,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
146,2005-01-25,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
147,2005-01-25,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
148,2005-01-25,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
149,2005-01-26,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
150,2005-01-26,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
151,2005-01-26,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
152,2005-01-26,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
153,2005-01-26,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
154,2005-01-26,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
155,2005-01-27,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
156,2005-01-27,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
157,2005-01-27,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
158,2005-01-27,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Ben Goldstein,20
159,2005-01-27,Redmond,Redmond,WA,1,09:00:00,05:00:00,Robert Hodges,20
160,2005-01-27,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
161,2005-01-28,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
162,2005-01-28,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
163,2005-01-28,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
164,2005-01-28,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,No Doctor,20
165,2005-01-28,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
166,2005-01-28,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
167,2005-01-29,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
168,2005-01-29,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
169,2005-01-29,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
170,2005-01-29,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
171,2005-01-29,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
172,2005-01-29,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
173,2005-01-30,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,George Abercrombie,20
174,2005-01-30,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
175,2005-01-30,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
176,2005-01-30,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
177,2005-01-30,Redmond,Redmond,WA,1,09:00:00,05:00:00,Michael John Greer,20
178,2005-01-30,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kelly Steiner,20
179,2005-01-31,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
180,2005-01-31,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
181,2005-01-31,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
182,2005-01-31,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
183,2005-01-31,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
184,2005-01-31,Redmond,Redmond,WA,2,01:00:00,21:00:00,Rudolph Ison,20
185,2005-02-01,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
186,2005-02-01,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Alan Frintu,20
187,2005-02-01,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Robert Hodges,20
188,2005-02-01,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
189,2005-02-01,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
190,2005-02-01,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
191,2005-02-02,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
192,2005-02-02,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
193,2005-02-02,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
194,2005-02-02,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
195,2005-02-02,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
196,2005-02-02,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
197,2005-02-03,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Alan Frintu,20
198,2005-02-03,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
199,2005-02-03,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
200,2005-02-03,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
201,2005-02-03,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
202,2005-02-03,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
203,2005-02-04,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
204,2005-02-04,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
205,2005-02-04,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
206,2005-02-04,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
207,2005-02-04,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
208,2005-02-04,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
209,2005-02-05,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
210,2005-02-05,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
211,2005-02-05,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
212,2005-02-05,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
213,2005-02-05,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
214,2005-02-05,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
215,2005-02-06,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Johnny Kogan,20
216,2005-02-06,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
217,2005-02-06,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,No Doctor,20
218,2005-02-06,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
219,2005-02-06,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
220,2005-02-06,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
221,2005-02-07,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
222,2005-02-07,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,George Abercrombie,20
223,2005-02-07,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Rudolph Ison,20
224,2005-02-07,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
225,2005-02-07,Redmond,Redmond,WA,1,09:00:00,05:00:00,Michael John Greer,20
226,2005-02-07,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
227,2005-02-08,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
228,2005-02-08,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
229,2005-02-08,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
230,2005-02-08,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Ben Goldstein,20
231,2005-02-08,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
232,2005-02-08,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
233,2005-02-09,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,No Doctor,20
234,2005-02-09,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Alan Frintu,20
235,2005-02-09,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
236,2005-02-09,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
237,2005-02-09,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
238,2005-02-09,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
239,2005-02-10,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
240,2005-02-10,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
241,2005-02-10,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,George Abercrombie,20
242,2005-02-10,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
243,2005-02-10,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
244,2005-02-10,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
245,2005-02-11,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
246,2005-02-11,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
247,2005-02-11,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
248,2005-02-11,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
249,2005-02-11,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
250,2005-02-11,Redmond,Redmond,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
251,2005-02-12,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,George Abercrombie,20
252,2005-02-12,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
253,2005-02-12,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
254,2005-02-12,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Alan Frintu,20
255,2005-02-12,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
256,2005-02-12,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
257,2005-02-13,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
258,2005-02-13,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
259,2005-02-13,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
260,2005-02-13,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
261,2005-02-13,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
262,2005-02-13,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
263,2005-02-14,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
264,2005-02-14,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
265,2005-02-14,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
266,2005-02-14,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
267,2005-02-14,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
268,2005-02-14,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kelly Steiner,20
269,2005-02-15,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
270,2005-02-15,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Laura German,20
271,2005-02-15,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
272,2005-02-15,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
273,2005-02-15,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
274,2005-02-15,Redmond,Redmond,WA,2,01:00:00,21:00:00,Michael John Greer,20
275,2005-02-16,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
276,2005-02-16,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
277,2005-02-16,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
278,2005-02-16,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
279,2005-02-16,Redmond,Redmond,WA,1,09:00:00,05:00:00,Robert Hodges,20
280,2005-02-16,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
281,2005-02-17,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
282,2005-02-17,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
283,2005-02-17,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
284,2005-02-17,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
285,2005-02-17,Redmond,Redmond,WA,1,09:00:00,05:00:00,Robert Hodges,20
286,2005-02-17,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
287,2005-02-18,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Alan Frintu,20
288,2005-02-18,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
289,2005-02-18,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
290,2005-02-18,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
